Category1;Value1;Value2
A;8.694320904179484;13.390847486951188
A;7.82009007011098;20.792002817698933
A;7.535641023074017;19.98757251805576
A;9.077243572670243;30.20424690920254
A;8.180403772211921;39.735235452183574
A;9.647264242768378;19.59748982734249
B;6.599003789750345;27.337923702649995
B;11.72606215847798;30.309707209527822
A;9.229181703637659;24.93860523284272
A;8.606508007855728;8.441687265788694
A;7.072491844051914;22.56478595454924
B;10.462471354194738;19.45524063130382
B;10.542383770089426;28.042305464103137
A;8.345769070737985;19.978225474705326
A;7.88232852290147;27.896321798901504
B;8.550763675772266;18.60877239758093
A;6.302778518605763;18.369226322845982
A;7.225960570623615;18.465915548911312
A;6.147698521180061;10.675455192712274
A;7.33849655620188;16.131409903912697
C;13.105663801247768;12.107856631567955
C;10.306838986480754;11.943196956052653
D;14.690191966632868;19.876375107961294
D;12.870265547345255;12.92009438824828
E;14.039116929117599;15.383541851057139
D;13.575884390470737;24.09025231817312
D;12.916955436665903;19.038810444190922
B;12.424712477396314;20.340794262733095
E;12.613595455948348;7.629614600001341
D;11.260857498548214;14.820310366279415
D;12.426368640239113;8.064475938409675
D;11.402778955970225;22.710176828240833
E;15.294852815082422;32.52590734945649
E;11.817230558435188;19.67332742379747
D;13.47258882587787;17.312534931948207
D;13.314145572859493;15.730463195713618
D;13.849121561952781;21.661493320762197
D;12.964994959338437;21.629499495138045
E;13.798922992960552;23.283671809662394
D;13.295113602687415;24.198334189317215
C;14.208746838939181;19.313842938828518
D;12.305073806538193;16.659268347124595
E;11.481083319735415;13.083747744703214
C;13.277056055517516;19.939798207219802
C;13.92593192024803;13.6134122063998
E;13.518174596126912;22.440388536461477
D;14.111705274811989;20.24404468867917
C;14.219276967012034;19.34744359879714
B;14.012025239384831;10.921428505964592
E;12.633790510178486;29.04005171105074
C;13.038562296307845;13.832751510953372
C;12.109495964844847;17.22427214095641
D;14.972872556960905;25.978449714968963
C;13.493221661216216;11.936880943549399
D;13.570180378190312;23.27223349020894
D;12.286395545262843;15.48299948944749
C;13.723501258924438;19.12796631156809
E;12.644109503719093;16.18693631351578
C;12.807230746759267;11.281937799802916
B;12.540979882767965;14.955717971442347
E;14.04859031264923;17.991324271581217
E;15.340468972885457;28.31433486695918
C;11.018635004141688;17.647412623512004
D;14.565170980742039;19.24248775795244
D;12.93766227607443;16.397725693791006
D;14.527304705154972;20.548771720303254
C;8.280998459334445;7.963486019232882
B;10.640623294989245;13.933066355430277
A;14.418467228145389;8.234329468532847
C;7.809278537642163;18.8303768600115
B;7.0380002973831335;11.960547273958198
C;9.874798540267166;10.03817403842346
B;7.923660442951075;18.817638884316978
B;10.227850136731385;14.356458700598896
A;6.681032022537618;17.005119260755365
B;6.121472889185306;15.432951325700975
B;9.008451237972919;10.87903153769186
B;5.508621015537463;18.251171804085434
C;7.767444748416246;7.252748367016505
A;8.782509974614259;18.659534832738494
A;8.662579007827274;12.66192297480014
B;10.070433826545274;8.511530757644039
A;11.453576448648192;11.515283388219606
C;7.700744485343842;16.433042338140794
A;13.376971946039673;11.749691365801814
C;9.475596627018119;12.052368756725008
D;9.094391042850702;6.566620338408427
B;12.191902576292666;12.889094352076942
C;7.1604664953458474;13.701851559901257
B;8.376649699467853;18.388119789674036
A;6.694879304360233;18.931165833537637
B;7.4371232370758005;11.071272306765001
C;7.560634020040121;10.833675403831046
B;10.205965561575683;4.462018902275894
C;10.110940946234104;13.261454896591431
B;11.175574873715227;13.932347700128357
B;9.45389482410948;11.09865347052392
C;6.251098079810748;14.441012088140532
B;10.676394612983538;19.328527237326956
B;8.0422533394966;16.16562844449515
B;12.950509510165015;9.287190264594704
B;8.238617898539628;12.46285464209941
A;6.642408000615681;18.27443018176558
C;9.30897839783201;16.615702752021587
B;9.808176719575183;15.951858591038555
B;5.8246823326195925;18.198807629872146
C;11.08439808897104;12.633201221716204
C;8.116296552579575;20.838472799350964
C;8.705427617724181;6.881771076367688
A;9.274527470871739;17.80816602819434
B;9.687312274345228;13.546412156749234
B;8.145851901080457;14.84560759130591
B;8.506366561950909;15.832058908592916
A;10.098126998146796;21.675276854807418
B;14.201911905950322;3.3195374970390468
B;11.556153550154823;18.301110410690733
B;7.106218661047766;20.503283264743054
C;8.364815031659864;11.60595616638058
A;8.795725213301496;13.35266982006204
B;8.013964826073298;16.577105186894915
A;9.353794868990843;11.966743390391445
B;11.770723825258486;18.6477711765748
B;8.65181287836589;13.65181094485891
B;9.039508852417553;20.24155872700449
B;7.861024861929515;9.285836192817555
A;11.614738544040653;17.69744260909963
A;8.85633603911908;13.10544347112273
C;11.81403912817689;7.935338512925586
B;10.507888575575327;17.337355129189287
C;9.055351888743196;4.361909445569729
C;4.684693726088047;14.43628143835397
B;10.783110013053008;14.367966788093304
C;9.755129922384036;5.405700881657491
C;8.902231374857521;18.105798798017453
B;9.195791470899461;19.098461748951777
B;12.232267248342364;11.752527934237595
B;7.215715897134635;17.303015414478807
B;11.687397068949334;22.364066485513405
B;7.02304601033888;19.78335969737597
B;10.298445709436677;20.616092714824077
B;11.39487101404369;16.848614307235017
B;9.165685918992999;27.077230336068972
B;11.741962974401284;21.646906967956056
B;11.235142936868302;20.086620006042807
C;11.576798962842;21.124261545694075
C;10.229497027808495;19.392659455106603
B;8.50366895848423;17.91088421240953
C;10.464468843895576;18.72855823913355
C;8.180738362814216;23.67512201698579
A;8.525556889497015;17.060240352653544
B;9.016615168946243;19.399393524174528
B;9.20872237253358;17.251917910206053
B;11.64449369971195;17.432589308031964
B;11.748888335917895;19.61581965978456
B;12.27050984415117;17.191794781241953
B;10.67283987752948;19.843405454340612
B;10.459685463686275;18.968861365437448
D;6.481337726969376;24.385190316660076
B;7.848823921366463;20.47694973614778
B;9.813117065886981;17.81975434558296
B;9.891398615492776;20.471169051433712
B;12.819742043366293;18.05899701974007
C;7.261102585906472;20.413587108612273
B;10.679275836346452;19.920574730220423
A;13.48805213055556;11.65474986340313
B;10.053723280921561;22.750627704028233
A;8.853522743899646;22.578435488346326
B;8.602812026122685;20.969533718951485
B;9.40635695986748;22.657671010259154
B;9.613258840760132;18.84766550042744
A;11.05544439614597;20.272754706091067
B;9.661364659968953;21.92842798029031
C;8.149669653551413;17.709483086354478
C;8.574077667474311;24.208381286414003
C;7.183062363064048;22.940087625836014
D;5.056385432885572;29.269177531040047
B;10.285028351126913;18.755444566183137
B;12.650610968821308;17.39756531206265
B;9.60156313549248;21.5174879704203
A;11.597996989793643;22.476931887466975
B;11.628278888709072;19.531307922305484
C;10.299882293932532;18.81880904555945
C;12.385886182358556;16.77086178912142
B;8.141886621728732;20.90845878449236
B;10.886042805888192;23.91126681286344
B;11.55181985456308;15.737114931741779
C;10.246876591220904;20.909114867559968
B;6.772817201143424;29.27268420895932
C;8.837836812063536;20.117311906898617
B;10.526970650445696;19.679300048132237
C;11.114501933899776;22.709820805088228
C;9.700112867711843;24.123598997065166
B;9.95978658685454;19.51659966739436
C;12.840693500021146;17.702543838855306
B;11.631243180611445;18.33230264009079
C;8.838924707853554;24.960261893225436
C;8.500896559490023;25.99836078876404
D;9.065993622599338;17.361920661459898
C;12.334401738609827;18.251467095272506
B;12.52476544395162;11.02190327127885
B;8.2117658075532;24.28202503976037
C;6.194461387733082;25.647779967676982
C;7.758068031496594;25.993013923586577
A;11.98894183289061;20.231862309178247
C;11.27514416784421;21.96948986021501
C;7.6208868606067135;27.042971546912547
A;10.48985931324367;14.618688120774326
C;8.559562178397094;21.00732982173249
B;11.119389701040726;21.426294599196495
C;10.255922089951849;20.17764170612032
B;12.108561682238753;14.28469400261557
B;9.969803622435979;18.582668132628296
A;12.346127700618128;18.347496807885932
B;11.190291004510094;22.95046865844921
B;10.441695581574448;23.190248600414716
A;10.045696370240938;24.113931745744406
B;11.21015424802855;21.231773153206234
D;8.06867048951781;16.990406556483276
C;9.22793674004237;19.174670581137953
C;10.533217160121378;18.962442859105334
C;9.642410205684508;20.072716959042204
B;9.363603917741887;13.116327977077553
B;14.918263387416264;13.848674941516869
D;7.641671229600691;22.875004540380207
B;10.931572885087565;18.25156428651215
C;8.691871175873544;16.86444180359919
C;5.120593165813708;19.570026390774935
C;9.783758890624624;22.837500140441847
B;9.665179802673132;17.11939746378047
B;8.945192514447795;20.77313528998336
B;8.959530803595547;27.71348950707432
B;10.023082724021739;17.853869156085956
A;10.590689005563284;16.51498307088911
B;9.425160637414843;18.83679950402846
B;9.76594119058621;21.50868429443082
A;11.169510224092775;25.09185788609032
B;9.37971278210442;21.714119148969466
B;8.94670383322221;21.771085691683133
C;7.423593962527804;23.49760170096865
C;8.35286356322525;23.752432596754456
B;10.822802000487092;20.806872969259125
C;8.0225670926547;25.865838165331176
B;10.2449937441866;19.47415137286397
C;9.879200568851964;20.886261109785938
B;12.726564931860917;17.409414022950042
D;8.989968672560702;21.20676875840754
B;10.73414282129405;19.809381551483906
C;9.072842504775089;25.146753340449827
D;6.698017966064574;23.841543018096864
B;11.814474693254882;14.766217319489956
B;11.89380342036351;23.002039171835058
B;9.437801925914933;19.427671692730996
C;9.148859843218007;21.252733493783847
C;5.855979288721164;22.543958560023913
B;10.595858312519452;17.008982986248842
B;9.063634109541418;19.872524988466658
C;10.92611411361647;22.461003029072174
B;11.769037728693789;19.893947496947533
C;9.44859976161957;19.23008300472442
C;8.723138100027121;22.925275152499
A;14.963914376153859;14.534310468713594
A;10.674458869725608;19.278690575661958
C;11.106704657978234;19.64005248100329
B;10.59230617715749;21.062875263012607
B;8.982359465722626;25.641510109286294
A;11.866697958275509;13.908584268289417
C;8.537837452682725;18.048364646508894
C;7.156638982015725;29.34604267410063
B;10.292687559396914;25.225453694471398
B;10.464581694450922;20.0630296640562
A;7.853045820246033;24.937482112867485
A;12.762074347420642;12.431895504127839
B;7.180575410600273;21.97746583484744
A;10.269992575055836;20.17071691944114
B;10.785556957775425;19.09172549104521
C;10.228534536676216;20.71758261402558
B;11.093158019733421;21.8259867270735
C;7.5195677129926475;25.555161264944758
C;9.544030704119914;15.637311874141078
B;9.47965194560523;20.47191618765092
C;10.324873084995767;20.663706156669466
C;9.73696936647038;22.096911136857287
C;11.136274478003669;28.597843277246266
B;12.917689977826296;27.162269393416313
A;11.858713096711506;24.91179113087951
C;13.091202696662274;29.693179402271042
C;11.280618457102557;27.1353839726246
A;12.114029734934398;29.59142686463246
B;12.833801090608848;21.08973274560217
A;12.295549899167623;25.73647773691496
C;10.353644747087491;30.12421127262236
B;10.387567417617172;28.254666498821386
C;12.836647044992247;24.428105924268696
D;10.344689613385006;24.18957404598271
B;11.919730625028235;32.450291892660736
C;7.6384580651616165;24.861145516947847
B;12.382305172755201;24.80189054333347
C;11.677506581630864;21.76298035661178
C;11.200051204374999;25.542296597425114
C;13.999382963848308;30.42161641049915
B;11.872747168801324;27.467652234930874
A;11.848136311736429;26.515917404373905
C;10.605926863267655;34.92389032071773
E;10.88787731049322;20.528482017333538
B;10.78918897771943;21.889645925216236
B;12.042698597306554;27.07293009747245
C;10.026557960601547;28.31776419648623
C;9.979471941465986;27.207492462050766
B;11.901343483583634;29.861226827786595
D;11.690648816652665;20.546994187622857
B;13.903091856744279;30.213932605040785
C;12.370524865599124;27.568285721753394
C;11.588410620352613;21.962203480023877
C;11.208241732828245;24.825393095541433
B;11.899885132845107;30.428953918800886
C;10.54925965684193;24.402049089196773
B;12.590813796839965;32.36870030498055
B;11.660393070615035;32.74339136268273
C;13.364432380293277;24.56468352036623
A;12.062847966927972;28.099546527169267
B;11.799136223604515;28.314555260721015
C;12.273302761330212;28.59895104531898
B;12.353294620915879;26.146469585540036
B;13.584606512501935;28.3668463878427
C;10.296039537670577;26.412467054857128
C;10.525819504278644;29.391841628056795
C;11.974543309869697;29.11297671190632
B;12.351145377667425;27.270269781066865
C;11.95020878841006;30.862772665950345
A;10.730165460442473;22.617175648293617
A;10.043181358557169;24.677777115303712
C;8.625837332541986;25.089598588720076
C;12.612255853761425;30.394421635554906
D;11.929980105729229;34.27354121888459
B;12.026797187180659;26.41270432197357
B;9.624853036324472;22.93336159350692
B;8.965552229143352;26.554026402043597
C;10.914268533946684;28.060590164347634
C;10.88674997820252;29.000619869917188
C;10.85838642173069;29.215264465993965
B;11.089247757267415;33.766207056224204
B;12.383332463577686;26.657196638652557
C;10.864529845600076;33.116837382491546
B;9.81033137775317;25.670215599360652
C;13.231916478868445;27.27984771983445
B;9.709296152994767;25.224418578653523
B;9.491186619678258;30.08128283891533
C;12.405939165859824;33.21804444490067
C;11.550873426042639;20.987920064599795
E;8.105944705730655;13.194305457412607
E;10.482970794404263;13.5442712959616
D;8.008443457878032;17.63288846479325
D;8.188478317059666;25.549060304834185
E;8.343332649936272;14.709914565036964
E;9.236171522768334;15.254460570152936
E;11.116484115835254;23.62773710685408
D;10.697110553646686;29.277153347994606
D;7.996377033206052;18.33071878653002
D;8.576946058908925;32.0766023062662
E;9.330303847905586;16.23360635365866
E;9.257727709656585;16.89334670695125
E;8.105045529525917;24.43636956872578
E;8.191857893762098;18.039914052029353
E;8.398622227702296;20.48370525870537
E;8.432839319121932;23.188054354568067
E;9.578714694091694;26.302325936494043
D;9.69861481757285;30.502378190191195
E;7.2183247072432595;23.054079988675213
E;10.430006526639078;21.846041807245335
E;7.7689690826052935;15.333808481400517
E;8.457859528328108;25.967020600555323
D;12.274122963545398;27.97894591269306
E;10.487438572373932;29.492615003399997
D;7.61964398659811;30.556860662666665
E;6.8680383835813705;17.21973907742263
E;8.550057697373457;23.306317547157747
E;8.188668224495432;1.3688414876162405
E;9.365602229573394;17.992281535146468
D;8.415987220449493;23.936116798453604
E;9.246804790189154;28.084997739958343
E;8.636315446767034;14.094053250115422
D;7.892919423567191;18.406160141125795
E;9.848474353478288;19.20467147492682
E;9.856220380357229;21.053182396444758
E;8.883939570510378;22.592907814368793
D;8.844635135219127;29.401410960910994
E;9.359279533334533;19.52805249668373
E;11.084509640690372;19.261287536427186
E;10.354156828454526;10.112425278312651
E;8.270718586316812;14.530294706476509
E;9.003489232551454;21.933400210924212
D;10.825049562425157;18.010423077103283
D;8.166728618532245;30.961432576072383
D;7.787317706182495;17.78151808376953
D;10.398719444112679;25.09752112932173
E;8.631460099699796;23.937183022810427
E;9.568643873927897;21.270818491253344
D;9.384032032316277;33.11589451498809
E;8.979730788731885;22.05795654781469
E;9.284242550578831;16.4092396044735
E;7.315391913014995;30.62922415565461
D;6.744154355828262;25.117051891828414
D;11.446601830522422;24.94012613541298
E;10.941596503576331;18.10559944411557
D;8.922523105545668;26.642221680819844
D;7.284129885121942;22.441793972484792
E;5.755207793296061;21.52549369059821
E;10.072318743948463;13.656993191634221
E;8.572400839224345;23.180531077686165
D;11.264395963415433;28.781720335359097
D;9.122905953837472;21.350672375347393
E;5.812939913259004;21.256977584940962
E;8.955541423817913;22.085827151681457
E;10.838214165449365;28.388423004733994
D;7.048150888091599;27.4493262804423
D;9.611984134787134;25.347148940534208
D;6.672822872428426;30.157795189753077
